claim_id,year,quarter,region,segment,claim_type,incurred_amount_eur,status,date_of_loss
CLM-10304,2023,2,Valencia,Private Motor,Weather damage,311753.29,Closed,06/04/2023
CLM-10305,2023,2,Valencia,Private Motor,Weather damage,289305.01,Closed,01/04/2023
CLM-10306,2023,2,Valencia,Private Motor,Weather damage,226424.05,Closed,14/06/2023
CLM-10307,2023,2,Valencia,Private Motor,Weather damage,223218.78,Closed,27/06/2023
CLM-10308,2023,2,Valencia,Private Motor,Windscreen,45229.84,Closed,16/06/2023
CLM-10309,2023,2,Valencia,Private Motor,Collision,406943.25,Closed,04/05/2023
CLM-10310,2023,2,Valencia,Private Motor,Third-party liability,778543.25,Closed,27/04/2023
CLM-10311,2023,2,Valencia,Private Motor,Weather damage,205903.31,Closed,13/06/2023
CLM-10312,2023,2,Valencia,Private Motor,Third-party liability,537512.88,Closed,01/05/2023
CLM-10313,2023,2,Valencia,Private Motor,Collision,413445.46,Open,11/06/2023
CLM-10314,2023,2,Valencia,Private Motor,Total loss,806388.66,Closed,10/04/2023
CLM-10315,2023,2,Valencia,Private Motor,Collision,234952.28,Closed,15/06/2023
CLM-10316,2023,2,Valencia,Private Motor,Third-party liability,464770.62,Closed,29/06/2023
CLM-10317,2023,3,Andalusia,Commercial Fleet,Third-party liability,636537.66,Closed,03/09/2023
CLM-10318,2023,3,Andalusia,Commercial Fleet,Total loss,761689.71,Closed,03/09/2023
CLM-10319,2023,3,Andalusia,Commercial Fleet,Total loss,1193675.18,Closed,09/09/2023
CLM-10320,2023,3,Andalusia,Commercial Fleet,Third-party liability,549753.06,Closed,30/09/2023
CLM-10321,2023,3,Andalusia,Commercial Fleet,Theft,428512.16,Closed,19/07/2023
CLM-10322,2023,3,Andalusia,Commercial Fleet,Collision,173718.74,Closed,15/08/2023
CLM-10323,2023,3,Andalusia,Commercial Fleet,Theft,436790.71,Closed,21/08/2023
CLM-10324,2023,3,Andalusia,Commercial Fleet,Collision,183856.8,Closed,22/09/2023
CLM-10325,2023,3,Andalusia,Commercial Fleet,Theft,270582.83,Closed,05/09/2023
CLM-10326,2023,3,Andalusia,Commercial Fleet,Third-party liability,361350.48,Closed,29/09/2023
CLM-10327,2023,3,Andalusia,Commercial Fleet,Collision,240942.94,Closed,21/08/2023
CLM-10328,2023,3,Andalusia,Commercial Fleet,Weather damage,249005.44,Closed,23/09/2023
CLM-10329,2023,3,Andalusia,Motorcycle,Collision,1085166.51,Open,04/07/2023
CLM-10330,2023,3,Andalusia,Motorcycle,Collision,266850.28,Closed,28/07/2023
CLM-10331,2023,3,Andalusia,Motorcycle,Weather damage,286919.94,Closed,18/08/2023
CLM-10332,2023,3,Andalusia,Private Motor,Weather damage,310234.96,Closed,22/09/2023
CLM-10333,2023,3,Andalusia,Private Motor,Collision,218264.24,Closed,31/07/2023
CLM-10334,2023,3,Andalusia,Private Motor,Collision,373416.48,Closed,14/08/2023
CLM-10335,2023,3,Andalusia,Private Motor,Weather damage,230157.98,Closed,20/07/2023
CLM-10336,2023,3,Andalusia,Private Motor,Third-party liability,486131.19,Closed,21/07/2023
CLM-10337,2023,3,Andalusia,Private Motor,Third-party liability,413275.47,Closed,30/08/2023
CLM-10338,2023,3,Andalusia,Private Motor,Third-party liability,957975.94,Closed,20/09/2023
CLM-10339,2023,3,Andalusia,Private Motor,Collision,169853.61,Closed,12/07/2023
CLM-10340,2023,3,Andalusia,Private Motor,Windscreen,157784.77,Closed,23/09/2023
CLM-10341,2023,3,Andalusia,Private Motor,Collision,319760.85,Closed,08/09/2023
CLM-10342,2023,3,Andalusia,Private Motor,Theft,577079.93,Closed,20/07/2023
CLM-10343,2023,3,Andalusia,Private Motor,Collision,272874.21,Closed,11/09/2023
CLM-10344,2023,3,Andalusia,Private Motor,Weather damage,225016.72,Closed,10/07/2023
CLM-10345,2023,3,Andalusia,Private Motor,Collision,204590.57,Closed,07/07/2023
CLM-10346,2023,3,Andalusia,Private Motor,Third-party liability,1058008.39,Closed,18/07/2023
CLM-10347,2023,3,Andalusia,Private Motor,Weather damage,217329.35,Closed,13/08/2023
CLM-10348,2023,3,Andalusia,Private Motor,Theft,224193.26,Open,20/08/2023
CLM-10349,2023,3,Andalusia,Private Motor,Third-party liability,589997.1,Closed,15/07/2023
CLM-10350,2023,3,Andalusia,Private Motor,Third-party liability,771280.93,Closed,04/07/2023
CLM-10351,2023,3,Andalusia,Private Motor,Collision,880305.86,Closed,09/09/2023
CLM-10352,2023,3,Basque Country,Commercial Fleet,Collision,590661.79,Closed,29/07/2023
CLM-10353,2023,3,Basque Country,Commercial Fleet,Windscreen,89477.83,Closed,23/08/2023
CLM-10354,2023,3,Basque Country,Motorcycle,Third-party liability,919907.5,Closed,30/07/2023
CLM-10355,2023,3,Basque Country,Private Motor,Windscreen,96843.29,Closed,29/09/2023
CLM-10356,2023,3,Basque Country,Private Motor,Collision,358547.38,Closed,06/09/2023
CLM-10357,2023,3,Basque Country,Private Motor,Total loss,1004094.47,Closed,13/09/2023
CLM-10358,2023,3,Basque Country,Private Motor,Total loss,957274.3,Closed,19/09/2023
CLM-10359,2023,3,Basque Country,Private Motor,Weather damage,442720.59,Closed,29/08/2023
CLM-10360,2023,3,Basque Country,Private Motor,Collision,453983.46,Closed,03/09/2023
CLM-10361,2023,3,Basque Country,Private Motor,Windscreen,57968.72,Closed,12/08/2023
CLM-10362,2023,3,Basque Country,Private Motor,Collision,344169.28,Open,23/09/2023
CLM-10363,2023,3,Basque Country,Private Motor,Third-party liability,392735.32,Closed,17/07/2023
CLM-10364,2023,3,Basque Country,Private Motor,Windscreen,90027.43,Closed,21/09/2023
CLM-10365,2023,3,Basque Country,Private Motor,Third-party liability,887296.95,Closed,18/09/2023
CLM-10366,2023,3,Basque Country,Private Motor,Total loss,575576.48,Closed,17/08/2023
CLM-10367,2023,3,Catalonia,Commercial Fleet,Collision,96327.96,Closed,16/09/2023
CLM-10368,2023,3,Catalonia,Commercial Fleet,Third-party liability,638732.9,Closed,12/09/2023
CLM-10369,2023,3,Catalonia,Commercial Fleet,Collision,577888.69,Closed,28/09/2023
CLM-10370,2023,3,Catalonia,Commercial Fleet,Theft,498306.89,Closed,08/07/2023
CLM-10371,2023,3,Catalonia,Commercial Fleet,Third-party liability,375873.57,Closed,04/07/2023
CLM-10372,2023,3,Catalonia,Commercial Fleet,Third-party liability,540535.77,Closed,16/09/2023
CLM-10373,2023,3,Catalonia,Commercial Fleet,Collision,251178.27,Closed,28/09/2023
CLM-10374,2023,3,Catalonia,Commercial Fleet,Weather damage,132182.13,Closed,31/08/2023
CLM-10375,2023,3,Catalonia,Commercial Fleet,Total loss,523592.54,Closed,17/07/2023
CLM-10376,2023,3,Catalonia,Commercial Fleet,Third-party liability,266537.92,Closed,13/09/2023
CLM-10377,2023,3,Catalonia,Commercial Fleet,Collision,487123.37,Closed,06/08/2023
CLM-10378,2023,3,Catalonia,Commercial Fleet,Weather damage,146578.33,Closed,21/08/2023
CLM-10379,2023,3,Catalonia,Commercial Fleet,Theft,455627.69,Closed,10/07/2023
CLM-10380,2023,3,Catalonia,Commercial Fleet,Theft,530932.46,Closed,17/09/2023
CLM-10381,2023,3,Catalonia,Motorcycle,Theft,1057347.7,Open,03/08/2023
CLM-10382,2023,3,Catalonia,Motorcycle,Windscreen,100888.87,Closed,13/09/2023
CLM-10383,2023,3,Catalonia,Motorcycle,Collision,210715.9,Closed,21/09/2023
CLM-10384,2023,3,Catalonia,Motorcycle,Collision,282788.51,Closed,18/08/2023
CLM-10385,2023,3,Catalonia,Private Motor,Third-party liability,312697.8,Closed,20/09/2023
CLM-10386,2023,3,Catalonia,Private Motor,Collision,210354.41,Closed,18/07/2023
CLM-10387,2023,3,Catalonia,Private Motor,Collision,457001.79,Closed,12/07/2023
CLM-10388,2023,3,Catalonia,Private Motor,Collision,225594.63,Closed,25/07/2023
CLM-10389,2023,3,Catalonia,Private Motor,Weather damage,208880.81,Open,24/07/2023
CLM-10390,2023,3,Catalonia,Private Motor,Third-party liability,1118816.79,Closed,07/08/2023
CLM-10391,2023,3,Catalonia,Private Motor,Third-party liability,1074723.16,Closed,11/07/2023
CLM-10392,2023,3,Catalonia,Private Motor,Collision,289374.41,Closed,08/07/2023
CLM-10393,2023,3,Catalonia,Private Motor,Theft,995270.52,Closed,06/07/2023
CLM-10394,2023,3,Catalonia,Private Motor,Third-party liability,748843.37,Closed,14/08/2023
CLM-10395,2023,3,Catalonia,Private Motor,Collision,318007.61,Closed,21/08/2023
CLM-10396,2023,3,Catalonia,Private Motor,Weather damage,188064.6,Closed,14/09/2023
CLM-10397,2023,3,Catalonia,Private Motor,Weather damage,919559.11,Closed,18/07/2023
CLM-10398,2023,3,Catalonia,Private Motor,Windscreen,34325.11,Closed,16/09/2023
CLM-10399,2023,3,Catalonia,Private Motor,Collision,476932.83,Closed,28/07/2023
CLM-10400,2023,3,Catalonia,Private Motor,Weather damage,180503.53,Closed,10/08/2023
CLM-10401,2023,3,Catalonia,Private Motor,Theft,636469.87,Closed,26/09/2023
CLM-10402,2023,3,Catalonia,Private Motor,Windscreen,46096.35,Closed,28/08/2023
CLM-10403,2023,3,Catalonia,Private Motor,Third-party liability,441985.51,Closed,17/09/2023
CLM-10404,2023,3,Catalonia,Private Motor,Third-party liability,532619.2,Open,07/09/2023
CLM-10405,2023,3,Catalonia,Private Motor,Collision,192806.15,Closed,15/08/2023
CLM-10406,2023,3,Catalonia,Private Motor,Theft,322775.27,Closed,28/09/2023
CLM-10407,2023,3,Catalonia,Private Motor,Collision,188999.06,Closed,19/08/2023
CLM-10408,2023,3,Catalonia,Private Motor,Collision,106834.83,Closed,19/08/2023
CLM-10409,2023,3,Catalonia,Private Motor,Windscreen,31431.36,Closed,22/07/2023
CLM-10410,2023,3,Catalonia,Private Motor,Windscreen,66735.29,Closed,28/08/2023
CLM-10411,2023,3,Catalonia,Private Motor,Collision,453035.93,Closed,12/08/2023
CLM-10412,2023,3,Catalonia,Private Motor,Theft,778747.23,Closed,08/08/2023
CLM-10413,2023,3,Catalonia,Private Motor,Theft,405887.8,Closed,08/09/2023
CLM-10414,2023,3,Catalonia,Private Motor,Total loss,1817477.47,Closed,11/07/2023
CLM-10415,2023,3,Catalonia,Private Motor,Collision,314071.57,Open,11/09/2023
CLM-10416,2023,3,Catalonia,Private Motor,Collision,115507.55,Closed,27/09/2023
CLM-10417,2023,3,Catalonia,Private Motor,Theft,263166.63,Closed,03/09/2023
CLM-10418,2023,3,Catalonia,Private Motor,Collision,246467.5,Closed,25/08/2023
CLM-10419,2023,3,Catalonia,Private Motor,Third-party liability,745364.93,Closed,14/09/2023
CLM-10420,2023,3,Catalonia,Private Motor,Theft,366001.57,Closed,08/08/2023
CLM-10421,2023,3,Galicia,Commercial Fleet,Weather damage,308409.06,Closed,27/07/2023
CLM-10422,2023,3,Galicia,Commercial Fleet,Weather damage,298339.28,Closed,22/07/2023
CLM-10423,2023,3,Galicia,Commercial Fleet,Collision,506479.56,Closed,01/08/2023
CLM-10424,2023,3,Galicia,Motorcycle,Weather damage,162777.37,Closed,12/07/2023
CLM-10425,2023,3,Galicia,Private Motor,Collision,568333.4,Closed,21/07/2023
CLM-10426,2023,3,Galicia,Private Motor,Collision,428276.25,Closed,30/07/2023
CLM-10427,2023,3,Galicia,Private Motor,Collision,398208.39,Closed,15/09/2023
CLM-10428,2023,3,Galicia,Private Motor,Collision,487228.67,Closed,23/08/2023
CLM-10429,2023,3,Galicia,Private Motor,Third-party liability,1065722.78,Closed,22/09/2023
CLM-10430,2023,3,Galicia,Private Motor,Weather damage,273373.41,Closed,04/08/2023
CLM-10431,2023,3,Madrid,Commercial Fleet,Weather damage,336225.13,Closed,23/08/2023
CLM-10432,2023,3,Madrid,Commercial Fleet,Collision,606598.53,Closed,01/08/2023
CLM-10433,2023,3,Madrid,Commercial Fleet,Theft,460139.34,Closed,08/07/2023
CLM-10434,2023,3,Madrid,Commercial Fleet,Windscreen,36981.07,Closed,13/09/2023
CLM-10435,2023,3,Madrid,Commercial Fleet,Total loss,1070439.51,Closed,23/07/2023
CLM-10436,2023,3,Madrid,Commercial Fleet,Collision,229981.26,Closed,12/07/2023
CLM-10437,2023,3,Madrid,Commercial Fleet,Collision,243548.78,Closed,26/09/2023
CLM-10438,2023,3,Madrid,Commercial Fleet,Collision,473174.7,Closed,03/08/2023
CLM-10439,2023,3,Madrid,Motorcycle,Collision,369889.28,Closed,01/09/2023
CLM-10440,2023,3,Madrid,Motorcycle,Collision,571243.9,Closed,15/09/2023
CLM-10441,2023,3,Madrid,Motorcycle,Collision,529593.11,Closed,12/07/2023
CLM-10442,2023,3,Madrid,Motorcycle,Weather damage,970739.45,Open,16/07/2023
CLM-10443,2023,3,Madrid,Private Motor,Third-party liability,859598.95,Closed,02/07/2023
CLM-10444,2023,3,Madrid,Private Motor,Third-party liability,383267.58,Closed,30/08/2023
CLM-10445,2023,3,Madrid,Private Motor,Collision,151915.79,Closed,05/07/2023
CLM-10446,2023,3,Madrid,Private Motor,Collision,203509.57,Closed,05/08/2023
CLM-10447,2023,3,Madrid,Private Motor,Theft,153929.82,Closed,31/07/2023
CLM-10448,2023,3,Madrid,Private Motor,Windscreen,49542.69,Open,23/09/2023
CLM-10449,2023,3,Madrid,Private Motor,Collision,447458.87,Closed,22/09/2023
CLM-10450,2023,3,Madrid,Private Motor,Collision,385047.69,Closed,04/07/2023
CLM-10451,2023,3,Madrid,Private Motor,Total loss,1307809.71,Closed,26/09/2023
CLM-10452,2023,3,Madrid,Private Motor,Third-party liability,739802.99,Closed,14/08/2023
CLM-10453,2023,3,Madrid,Private Motor,Collision,492472.09,Open,15/09/2023
CLM-10454,2023,3,Madrid,Private Motor,Third-party liability,732986.34,Closed,23/08/2023
CLM-10455,2023,3,Madrid,Private Motor,Theft,813041.92,Closed,06/08/2023
CLM-10456,2023,3,Madrid,Private Motor,Collision,282282.34,Closed,27/07/2023
CLM-10457,2023,3,Madrid,Private Motor,Collision,469147.54,Closed,24/08/2023
CLM-10458,2023,3,Madrid,Private Motor,Third-party liability,841019.31,Open,08/07/2023
CLM-10459,2023,3,Madrid,Private Motor,Collision,557955.64,Closed,11/09/2023
CLM-10460,2023,3,Madrid,Private Motor,Total loss,1642044.34,Closed,18/09/2023
CLM-10461,2023,3,Madrid,Private Motor,Third-party liability,482759.65,Closed,19/08/2023
CLM-10462,2023,3,Madrid,Private Motor,Total loss,577155.32,Closed,21/08/2023
CLM-10463,2023,3,Madrid,Private Motor,Third-party liability,1292445.34,Open,28/08/2023
CLM-10464,2023,3,Madrid,Private Motor,Collision,296796.34,Closed,22/08/2023
CLM-10465,2023,3,Madrid,Private Motor,Total loss,513832.3,Closed,07/07/2023
CLM-10466,2023,3,Madrid,Private Motor,Collision,402364.64,Closed,16/09/2023
CLM-10467,2023,3,Madrid,Private Motor,Weather damage,249161.27,Closed,10/08/2023
CLM-10468,2023,3,Madrid,Private Motor,Total loss,1025334.8,Closed,07/08/2023
CLM-10469,2023,3,Madrid,Private Motor,Theft,570759.51,Closed,29/07/2023
CLM-10470,2023,3,Madrid,Private Motor,Third-party liability,1034400.13,Closed,16/09/2023
CLM-10471,2023,3,Madrid,Private Motor,Total loss,581436.22,Closed,18/09/2023
CLM-10472,2023,3,Valencia,Commercial Fleet,Windscreen,57336.37,Closed,11/07/2023
CLM-10473,2023,3,Valencia,Commercial Fleet,Windscreen,62332.63,Open,10/08/2023
CLM-10474,2023,3,Valencia,Commercial Fleet,Collision,151130.46,Closed,21/09/2023
CLM-10475,2023,3,Valencia,Commercial Fleet,Collision,479984.84,Closed,03/07/2023
CLM-10476,2023,3,Valencia,Commercial Fleet,Third-party liability,862245.25,Closed,12/07/2023
CLM-10477,2023,3,Valencia,Commercial Fleet,Weather damage,162782.95,Closed,11/09/2023
CLM-10478,2023,3,Valencia,Commercial Fleet,Collision,233550.11,Closed,05/09/2023
CLM-10479,2023,3,Valencia,Commercial Fleet,Third-party liability,538066.76,Closed,10/07/2023
CLM-10480,2023,3,Valencia,Motorcycle,Collision,119560.19,Closed,31/08/2023
CLM-10481,2023,3,Valencia,Private Motor,Third-party liability,1173557.77,Closed,22/07/2023
CLM-10482,2023,3,Valencia,Private Motor,Collision,388708.21,Closed,20/07/2023
CLM-10483,2023,3,Valencia,Private Motor,Collision,315347.36,Closed,01/07/2023
CLM-10484,2023,3,Valencia,Private Motor,Collision,255132.46,Closed,18/07/2023
CLM-10485,2023,3,Valencia,Private Motor,Windscreen,79880.62,Closed,21/07/2023
CLM-10486,2023,3,Valencia,Private Motor,Third-party liability,2056444.56,Closed,26/09/2023
CLM-10487,2023,3,Valencia,Private Motor,Third-party liability,227914.02,Closed,28/09/2023
CLM-10488,2023,3,Valencia,Private Motor,Collision,265597.99,Closed,05/09/2023
CLM-10489,2023,3,Valencia,Private Motor,Weather damage,502519.91,Closed,10/09/2023
CLM-10490,2023,3,Valencia,Private Motor,Theft,741459.97,Closed,25/07/2023
CLM-10491,2023,3,Valencia,Private Motor,Third-party liability,685847.67,Open,13/08/2023
CLM-10492,2023,3,Valencia,Private Motor,Weather damage,432614.4,Closed,18/08/2023
CLM-10493,2023,3,Valencia,Private Motor,Weather damage,230964.96,Closed,04/07/2023
CLM-10494,2023,3,Valencia,Private Motor,Third-party liability,545489.41,Closed,07/07/2023
CLM-10495,2023,3,Valencia,Private Motor,Total loss,1646970.67,Closed,01/09/2023
CLM-10496,2023,3,Valencia,Private Motor,Third-party liability,740104.82,Closed,08/07/2023
CLM-10497,2023,3,Valencia,Private Motor,Collision,185204.57,Open,23/07/2023
CLM-10498,2023,3,Valencia,Private Motor,Theft,298660.82,Closed,16/09/2023
CLM-10499,2023,4,Andalusia,Commercial Fleet,Third-party liability,259291.64,Closed,09/10/2023
CLM-10500,2023,4,Andalusia,Commercial Fleet,Third-party liability,411882.41,Closed,01/11/2023
CLM-10501,2023,4,Andalusia,Commercial Fleet,Total loss,640288.35,Closed,30/12/2023
CLM-10502,2023,4,Andalusia,Commercial Fleet,Total loss,1000942.9,Closed,14/10/2023
CLM-10503,2023,4,Andalusia,Commercial Fleet,Collision,238514.13,Closed,14/11/2023
CLM-10504,2023,4,Andalusia,Commercial Fleet,Windscreen,30430.01,Closed,05/11/2023
CLM-10505,2023,4,Andalusia,Commercial Fleet,Total loss,651113.92,Closed,27/12/2023
CLM-10506,2023,4,Andalusia,Commercial Fleet,Third-party liability,600098.04,Closed,04/12/2023
CLM-10507,2023,4,Andalusia,Commercial Fleet,Theft,457099.05,Closed,22/10/2023
CLM-10508,2023,4,Andalusia,Commercial Fleet,Collision,168578.71,Closed,10/10/2023
CLM-10509,2023,4,Andalusia,Commercial Fleet,Third-party liability,488416.92,Closed,16/10/2023
CLM-10510,2023,4,Andalusia,Commercial Fleet,Weather damage,820046.78,Closed,18/12/2023
CLM-10511,2023,4,Andalusia,Commercial Fleet,Theft,387116.88,Closed,29/10/2023
CLM-10512,2023,4,Andalusia,Motorcycle,Collision,494153.86,Closed,31/12/2023
CLM-10513,2023,4,Andalusia,Motorcycle,Third-party liability,1509206.09,Closed,27/12/2023
CLM-10514,2023,4,Andalusia,Private Motor,Windscreen,30990.6,Closed,28/12/2023
CLM-10515,2023,4,Andalusia,Private Motor,Collision,292306.26,Closed,07/12/2023
CLM-10516,2023,4,Andalusia,Private Motor,Collision,528583.86,Closed,26/10/2023
CLM-10517,2023,4,Andalusia,Private Motor,Third-party liability,2245743.85,Closed,10/10/2023
CLM-10518,2023,4,Andalusia,Private Motor,Windscreen,81855.32,Closed,26/11/2023
CLM-10519,2023,4,Andalusia,Private Motor,Theft,532183.99,Closed,10/12/2023
CLM-10520,2023,4,Andalusia,Private Motor,Collision,246136.24,Closed,05/12/2023
CLM-10521,2023,4,Andalusia,Private Motor,Weather damage,267364.28,Closed,07/11/2023
CLM-10522,2023,4,Andalusia,Private Motor,Weather damage,344507.97,Closed,23/11/2023
CLM-10523,2023,4,Andalusia,Private Motor,Total loss,648144.26,Closed,22/11/2023
CLM-10524,2023,4,Andalusia,Private Motor,Third-party liability,560165.2,Closed,13/10/2023
CLM-10525,2023,4,Andalusia,Private Motor,Windscreen,71092.91,Closed,29/10/2023
CLM-10526,2023,4,Andalusia,Private Motor,Third-party liability,1405629.13,Closed,22/10/2023
CLM-10527,2023,4,Andalusia,Private Motor,Collision,600884.82,Closed,29/10/2023
CLM-10528,2023,4,Andalusia,Private Motor,Theft,720054.59,Closed,23/11/2023
CLM-10529,2023,4,Andalusia,Private Motor,Windscreen,127704.16,Closed,18/12/2023
CLM-10530,2023,4,Andalusia,Private Motor,Collision,418536.15,Closed,15/11/2023
CLM-10531,2023,4,Andalusia,Private Motor,Weather damage,258528.13,Closed,30/10/2023
CLM-10532,2023,4,Basque Country,Motorcycle,Third-party liability,809170.44,Closed,08/10/2023
CLM-10533,2023,4,Basque Country,Private Motor,Weather damage,141737.19,Closed,19/10/2023
CLM-10534,2023,4,Basque Country,Private Motor,Collision,157745.85,Closed,23/12/2023
CLM-10535,2023,4,Basque Country,Private Motor,Theft,375597.67,Closed,15/12/2023
CLM-10536,2023,4,Basque Country,Private Motor,Total loss,659671.38,Closed,17/10/2023
CLM-10537,2023,4,Basque Country,Private Motor,Third-party liability,351054.65,Open,13/11/2023
CLM-10538,2023,4,Basque Country,Private Motor,Theft,565900.37,Closed,30/10/2023
CLM-10539,2023,4,Basque Country,Private Motor,Collision,444730.49,Closed,17/11/2023
CLM-10540,2023,4,Basque Country,Private Motor,Third-party liability,492835.1,Closed,04/12/2023
CLM-10541,2023,4,Catalonia,Commercial Fleet,Third-party liability,657289.82,Closed,09/12/2023
CLM-10542,2023,4,Catalonia,Commercial Fleet,Collision,111803.14,Closed,05/10/2023
CLM-10543,2023,4,Catalonia,Commercial Fleet,Collision,601736.21,Closed,09/12/2023
CLM-10544,2023,4,Catalonia,Commercial Fleet,Collision,353654.57,Closed,07/10/2023
CLM-10545,2023,4,Catalonia,Commercial Fleet,Collision,190708.79,Closed,26/11/2023
CLM-10546,2023,4,Catalonia,Commercial Fleet,Collision,272353.53,Closed,24/10/2023
CLM-10547,2023,4,Catalonia,Commercial Fleet,Collision,568994.68,Closed,08/10/2023
CLM-10548,2023,4,Catalonia,Commercial Fleet,Third-party liability,533432.24,Closed,29/10/2023
CLM-10549,2023,4,Catalonia,Commercial Fleet,Third-party liability,983508.84,Closed,12/12/2023
CLM-10550,2023,4,Catalonia,Commercial Fleet,Theft,320369.76,Closed,29/11/2023
CLM-10551,2023,4,Catalonia,Commercial Fleet,Windscreen,54184.81,Closed,18/10/2023
CLM-10552,2023,4,Catalonia,Motorcycle,Third-party liability,537378.75,Closed,08/10/2023
CLM-10553,2023,4,Catalonia,Motorcycle,Third-party liability,711497.21,Closed,28/11/2023
CLM-10554,2023,4,Catalonia,Private Motor,Third-party liability,998192.25,Closed,30/11/2023
CLM-10555,2023,4,Catalonia,Private Motor,Windscreen,18132.44,Closed,07/11/2023
CLM-10556,2023,4,Catalonia,Private Motor,Collision,285968.87,Closed,06/11/2023
CLM-10557,2023,4,Catalonia,Private Motor,Collision,278936.98,Closed,26/11/2023
CLM-10558,2023,4,Catalonia,Private Motor,Third-party liability,590654.85,Closed,30/11/2023
CLM-10559,2023,4,Catalonia,Private Motor,Theft,923953.78,Open,22/12/2023
CLM-10560,2023,4,Catalonia,Private Motor,Theft,658375.59,Closed,18/11/2023
CLM-10561,2023,4,Catalonia,Private Motor,Total loss,721487.85,Closed,01/10/2023
CLM-10562,2023,4,Catalonia,Private Motor,Collision,228869.82,Closed,15/10/2023
CLM-10563,2023,4,Catalonia,Private Motor,Third-party liability,2295780.39,Closed,31/10/2023
CLM-10564,2023,4,Catalonia,Private Motor,Weather damage,236963.65,Closed,11/11/2023
CLM-10565,2023,4,Catalonia,Private Motor,Collision,566094.48,Closed,23/10/2023
CLM-10566,2023,4,Catalonia,Private Motor,Third-party liability,1240137.47,Closed,05/10/2023
CLM-10567,2023,4,Catalonia,Private Motor,Weather damage,243746.61,Closed,13/10/2023
CLM-10568,2023,4,Catalonia,Private Motor,Third-party liability,404589.28,Closed,28/12/2023
CLM-10569,2023,4,Catalonia,Private Motor,Theft,376414.45,Closed,25/11/2023
CLM-10570,2023,4,Catalonia,Private Motor,Total loss,566334.56,Closed,10/11/2023
CLM-10571,2023,4,Catalonia,Private Motor,Third-party liability,417414.07,Closed,25/11/2023
CLM-10572,2023,4,Catalonia,Private Motor,Total loss,778246.33,Closed,11/10/2023
CLM-10573,2023,4,Catalonia,Private Motor,Third-party liability,815969.55,Closed,23/10/2023
CLM-10574,2023,4,Catalonia,Private Motor,Third-party liability,728809.25,Closed,02/12/2023
CLM-10575,2023,4,Galicia,Commercial Fleet,Collision,305782.8,Closed,10/12/2023
CLM-10576,2023,4,Galicia,Commercial Fleet,Third-party liability,497181.77,Closed,09/12/2023
CLM-10577,2023,4,Galicia,Commercial Fleet,Collision,504456.6,Closed,14/10/2023
CLM-10578,2023,4,Galicia,Commercial Fleet,Third-party liability,450918.9,Closed,12/10/2023
CLM-10579,2023,4,Galicia,Commercial Fleet,Total loss,1350868.96,Closed,15/12/2023
CLM-10580,2023,4,Galicia,Commercial Fleet,Windscreen,49119.6,Closed,26/12/2023
CLM-10581,2023,4,Galicia,Private Motor,Theft,281422.62,Closed,18/12/2023
CLM-10582,2023,4,Galicia,Private Motor,Third-party liability,733332.72,Closed,10/10/2023
CLM-10583,2023,4,Galicia,Private Motor,Collision,848069.86,Closed,08/10/2023
CLM-10584,2023,4,Galicia,Private Motor,Windscreen,102148.37,Closed,06/12/2023
CLM-10585,2023,4,Madrid,Commercial Fleet,Weather damage,154215.94,Closed,13/12/2023
CLM-10586,2023,4,Madrid,Commercial Fleet,Collision,157702.86,Open,23/10/2023
CLM-10587,2023,4,Madrid,Commercial Fleet,Collision,438716.01,Closed,13/12/2023
CLM-10588,2023,4,Madrid,Commercial Fleet,Theft,563818.44,Open,06/10/2023
CLM-10589,2023,4,Madrid,Commercial Fleet,Collision,263549.45,Closed,11/11/2023
CLM-10590,2023,4,Madrid,Commercial Fleet,Theft,334883.36,Closed,19/12/2023
CLM-10591,2023,4,Madrid,Commercial Fleet,Theft,494584.74,Closed,11/10/2023
CLM-10592,2023,4,Madrid,Commercial Fleet,Weather damage,108246.96,Closed,12/10/2023
CLM-10593,2023,4,Madrid,Commercial Fleet,Collision,195667.56,Closed,05/10/2023
CLM-10594,2023,4,Madrid,Commercial Fleet,Third-party liability,727042.02,Closed,01/12/2023
CLM-10595,2023,4,Madrid,Commercial Fleet,Collision,192859.7,Closed,07/12/2023
CLM-10596,2023,4,Madrid,Commercial Fleet,Collision,322753.47,Closed,08/10/2023
CLM-10597,2023,4,Madrid,Commercial Fleet,Total loss,212982.02,Closed,23/10/2023
CLM-10598,2023,4,Madrid,Commercial Fleet,Third-party liability,1266327.49,Closed,04/10/2023
CLM-10599,2023,4,Madrid,Commercial Fleet,Collision,290808.28,Closed,03/12/2023
CLM-10600,2023,4,Madrid,Commercial Fleet,Collision,99886.32,Closed,11/11/2023
CLM-10601,2023,4,Madrid,Commercial Fleet,Theft,235256.87,Closed,19/10/2023
CLM-10602,2023,4,Madrid,Commercial Fleet,Theft,248900.43,Closed,14/11/2023
CLM-10603,2023,4,Madrid,Commercial Fleet,Theft,242988.32,Closed,21/10/2023
CLM-10604,2023,4,Madrid,Motorcycle,Collision,330884.11,Closed,30/11/2023
CLM-10605,2023,4,Madrid,Motorcycle,Collision,475351.89,Closed,15/12/2023
CLM-10606,2023,4,Madrid,Motorcycle,Collision,515165.49,Closed,27/12/2023
CLM-10607,2023,4,Madrid,Private Motor,Theft,612947.81,Closed,09/10/2023
